titulo,data,url,
Pedido de solidariedade às vítimas das enchentes no RJ,2013-03-20T23:57:11-03:00,https://averdade.org.br/2013/03/pedido-de-solidariedade-as-vitimas-das-enchentes-no-rj/,
Estudantes em GREVE por eleições diretas para diretor,2013-03-22T09:24:11-03:00,https://averdade.org.br/2013/03/estudantes-em-greve-por-eleicoes-diretas-para-diretor/,
"Em debate: moradia no Rio de Janeiro. Enchentes, mortes e desabrigados",2013-03-23T22:40:04-03:00,https://averdade.org.br/2013/03/em-debate-moradia-no-rio-de-janeiro-enchentes-mortes-e-desabrigados/,
Anita lança novo livro sobre Luiz Carlos Prestes,2013-03-30T13:17:31-03:00,https://averdade.org.br/2013/03/um-combatente-por-um-partido-revolucionario/,
CBF nas mãos de uma quadrilha,2013-03-29T22:05:29-03:00,https://averdade.org.br/2013/03/cbf-nas-maos-de-uma-quadrilha/,
As escolhas do governador Sérgio Cabral,2013-03-27T12:51:44-03:00,https://averdade.org.br/2013/03/as-escolhas-do-governador-sergio-cabral/,
Imperialismo prepara opinião pública mundial para atacar Coreia do Norte,2013-03-27T14:21:49-03:00,https://averdade.org.br/2013/03/imperialismo-prepara-opiniao-publica-mundial-para-atacar-coreia-do-norte/,
A verdade sobre o caso dos 10 de Lunlucoto,2013-04-01T11:07:19-03:00,https://averdade.org.br/2013/04/a-verdade-sobre-o-caso-dos-10-de-lunlucoto/,
O modelo dependente é incurável,2013-04-01T11:14:15-03:00,https://averdade.org.br/2013/04/o-modelo-dependente-e-incuravel/,
Um protesto contra atos fascistas na UFMG,2013-04-01T12:16:36-03:00,https://averdade.org.br/2013/04/um-protesto-contra-atos-fascistas-na-ufmg/,
Audálio Dantas: “Minha dívida era contar a verdade dos fatos”,2013-04-01T12:11:21-03:00,https://averdade.org.br/2013/04/audalio-dantas-minha-divida-era-contar-a-verdade-dos-fatos/,
"Itália: depois dos “tecnocratas”, os “sábios”",2013-04-10T14:11:52-03:00,https://averdade.org.br/2013/04/italia-depois-dos-tecnocratas-os-sabios/,
Governador do Rio expulsa indígenas do Museu do Índio,2013-04-01T20:03:36-03:00,https://averdade.org.br/2013/04/governador-do-rio-expulsa-indigenas-do-museu-do-indio/,
EURO continua sendo rechaçado na Europa,2013-04-02T12:36:52-03:00,https://averdade.org.br/2013/04/euro-continua-sendo-rechacado-na-europa/,
Jornalista cubana é impedida de entrar nos EUA,2013-04-05T12:26:50-03:00,https://averdade.org.br/2013/04/jornalista-cubana-e-impedida-de-entrar-nos-eua/,
"Britânicos festejam morte de Margaret Thatcher, a “bruxa”",2013-04-09T14:09:04-03:00,https://averdade.org.br/2013/04/britanicos-festejam-morte-de-margaret-thatcher-a-bruxa/,
Margaret Thatcher “morreu em paz” mas deixou a guerra social no terreno,2013-04-10T09:54:26-03:00,https://averdade.org.br/2013/04/margaret-thatcher-morreu-em-paz-mas-deixou-a-guerra-social-no-terreno/,
Dívida da Alemanha com a Grécia quase totaliza valor dos resgates,2013-04-10T14:13:52-03:00,https://averdade.org.br/2013/04/divida-da-alemanha-com-a-grecia-quase-totaliza-valor-dos-resgates/,
"Estudantes de João Pessoa conquistam passe-livre, mas a luta continua",2013-04-12T09:26:01-03:00,https://averdade.org.br/2013/04/estudantes-de-joao-pessoa-conquistam-passe-livre-mas-a-luta-continua/,
Cresce número de neonazistas no Brasil e no mundo,2013-04-12T17:17:42-03:00,https://averdade.org.br/2013/04/cresce-numero-de-neonazistas-no-brasil-e-no-mundo/,
Há 52 anos o socialismo levava o primeiro homem ao espaço,2013-04-12T17:55:58-03:00,https://averdade.org.br/2013/04/ha-52-anos-o-socialismo-levava-o-primeiro-homem-ao-espaco/,
Seminário de Direitos Humanos é realizado em Fortaleza,2013-04-13T21:10:05-03:00,https://averdade.org.br/2013/04/seminario-de-direitos-humanos-e-realizado-em-fortaleza/,
Aumenta número de assassinatos no campo,2013-04-13T21:18:35-03:00,https://averdade.org.br/2013/04/aumenta-numero-de-assassinatos-no-campo/,
O povo e sua imprensa,2013-04-13T22:42:18-03:00,https://averdade.org.br/2013/04/o-povo-e-sua-imprensa/,
“O Brasil está leiloando uma riqueza sem saber o seu valor”,2013-04-13T23:02:28-03:00,https://averdade.org.br/2013/04/entrevista-com-ildo-sauer/,
Os royalties são um “boi de piranha”,2013-04-13T23:10:24-03:00,https://averdade.org.br/2013/04/os-royalties-sao-um-boi-de-piranha/,
Anita Leocádia lança novo livro sobre Prestes,2013-04-13T23:15:38-03:00,https://averdade.org.br/2013/04/anita-leocadia-lanca-novo-livro-sobre-prestes/,
Jornalistas pela democracia e o socialismo,2013-04-13T23:25:20-03:00,https://averdade.org.br/2013/04/jornalistas-pela-democracia-e-o-socialismo/,
Violência contra mulheres é tema na Comissão da Verdade de SP,2013-04-13T23:28:02-03:00,https://averdade.org.br/2013/04/violencia-contra-mulheres-e-tema-na-comissao-da-verdade-de-sp/,
"Problemas do Minha Casa, Minha Vida reforçam necessidade de reforma urbana",2013-04-17T09:27:38-03:00,https://averdade.org.br/2013/04/problemas-do-minha-casa-minha-vida-reforcam-necessidade-de-reforma-urbana/,
Mais um golpe no Sistema Único de Saúde,2014-07-03T00:46:12-03:00,https://averdade.org.br/2013/04/mais-um-golpe-no-sistema-unico-de-saude/,
Trabalhadores garantem apoio ao SindMassas,2013-04-15T21:24:37-03:00,https://averdade.org.br/2013/04/trabalhadores-garantem-apoio-ao-sindmassas/,
CNTE: greve por reajuste de 20% para piso nacional,2013-04-15T21:28:56-03:00,https://averdade.org.br/2013/04/cnte-greve-por-reajuste-de-20-para-piso-nacional/,
Condsef denuncia perseguições do Governo Federal,2013-04-15T21:31:41-03:00,https://averdade.org.br/2013/04/condsef-denuncia-perseguicoes-do-governo-federal/,
1º Encontro de Cipeiros do Recife,2013-04-15T21:35:07-03:00,https://averdade.org.br/2013/04/1o-encontro-de-cipeiros-do-recife/,
“Nossa greve é por dignidade”,2013-04-15T21:38:50-03:00,https://averdade.org.br/2013/04/nossa-greve-e-por-dignidade/,
Estudantes nas ruas pela meia-passagem intermunicipal,2013-04-15T21:43:37-03:00,https://averdade.org.br/2013/04/estudantes-nas-ruas-pela-meia-passagem-intermunicipal/,
Porto Alegre tem a passagem mais cara do País,2013-04-15T21:48:29-03:00,https://averdade.org.br/2013/04/porto-alegre-tem-a-passagem-mais-cara-do-pais/,
Nova diretoria toma posse do Grêmio do IFPA,2013-04-15T21:51:49-03:00,https://averdade.org.br/2013/04/nova-diretoria-toma-posse-do-gremio-do-ifpa/,
Estudantes lutam por passe-livre em João Pessoa,2013-04-15T21:55:33-03:00,https://averdade.org.br/2013/04/estudantes-lutam-por-passe-livre-em-joao-pessoa/,
Rebele-se na UNE!,2013-04-15T21:57:45-03:00,https://averdade.org.br/2013/04/rebele-se-na-une/,
Trabalhadores da Cemig cruzam os braços e fecham o trânsito de BH,2013-04-17T09:33:46-03:00,https://averdade.org.br/2013/04/trabalhadores-da-cemig-cruzam-os-bracos-e-fecham-o-transito-de-bh-2/,
Por um 1º de Maio combativo e classista,2013-04-18T20:39:21-03:00,https://averdade.org.br/2013/04/por-um-1o-de-maio-combativo-e-classista/,
Encontro reúne trabalhadoras no mês das mulheres,2013-04-18T20:43:23-03:00,https://averdade.org.br/2013/04/encontro-reune-trabalhadoras-no-mes-das-mulheres/,
Eliana Silva: exemplo de vida e de luta para todos,2013-04-18T20:47:52-03:00,https://averdade.org.br/2013/04/eliana-silva-exemplo-de-vida-e-de-luta-para-todos/,
"O papa é pop, mas não é santo",2013-04-18T21:46:41-03:00,https://averdade.org.br/2013/04/o-papa-e-pop-mas-nao-e-santo/,
Iraque: os 10 anos de uma guerra injusta,2013-04-18T21:50:16-03:00,https://averdade.org.br/2013/04/iraque-os-10-anos-de-uma-guerra-injusta/,
Alagoas é o 2º estado que mais mata mulheres no Brasil,2013-04-18T21:57:09-03:00,https://averdade.org.br/2013/04/alagoas-e-o-2o-estado-que-mais-mata-mulheres-no-brasil/,
Movimento Olga Benario mobiliza mulheres em Minas,2013-04-18T22:00:38-03:00,https://averdade.org.br/2013/04/movimento-olga-benario-mobiliza-mulheres-em-minas/,
"Violência: Não se cale, lute!",2013-04-18T22:03:51-03:00,https://averdade.org.br/2013/04/violencia-nao-se-cale-lute/,
Encontro debate importância de A Verdade,2013-04-18T22:07:54-03:00,https://averdade.org.br/2013/04/encontro-debate-importancia-de-a-verdade/,
Maiakovski: 130 anos do poeta da revolução proletária,2013-04-18T22:21:37-03:00,https://averdade.org.br/2013/04/maiakovski-130-anos-do-poeta-da-revolucao-proletaria/,
Hugo Chávez: “Sou um instrumento da Revolução Bolivariana”,2013-04-19T09:43:18-03:00,https://averdade.org.br/2013/04/hugo-chavez-sou-um-instrumento-da-revolucao-bolivariana/,
Há 143 anos nascia Lênin: conheça a memória de Lênin em sua cidade natal hoje,2013-04-22T13:10:59-03:00,https://averdade.org.br/2013/04/ha-143-anos-nascia-lenin-conheca-a-memoria-de-lenin-em-sua-cidade-natal-hoje/,
Lobby das armas triunfa no Parlamento Europeu,2013-04-25T14:03:51-03:00,https://averdade.org.br/2013/04/lobby-das-armas-triunfa-no-parlamento-europeu/,
Entenda o bloqueio econômico contra Cuba,2013-04-29T15:00:04-03:00,https://averdade.org.br/2013/04/entenda-o-bloqueio-economico-contra-cuba/,
1º de Maio: Viva a luta dos trabalhadores do Brasil e do mundo!,2013-05-02T13:22:19-03:00,https://averdade.org.br/2013/04/1o-de-maio-viva-a-luta-dos-trabalhadores-do-brasil-e-do-mundo/,
Possibilidade de venda da OGX revela fragilidade da política nacional do petróleo,2013-04-30T13:42:39-03:00,https://averdade.org.br/2013/04/possibilidade-de-venda-da-ogx-revela-fragilidade-da-politica-nacional-do-petroleo/,
Shostakovich – O 1º de Maio,2013-05-02T13:24:57-03:00,https://averdade.org.br/2013/05/shostakovich-o-1o-de-maio/,
Desemprego na Europa bate novo recorde,2013-05-02T15:46:26-03:00,https://averdade.org.br/2013/05/desemprego-na-europa-bate-novo-recorde/,
Presidente da Nestlé diz que água deve ser privatizada,2013-05-02T18:03:00-03:00,https://averdade.org.br/2013/05/presidente-da-nestle-diz-que-agua-deve-ser-privatizada/,
Evo Morales expulsa agência norte-americana da Bolívia,2013-05-02T18:15:15-03:00,https://averdade.org.br/2013/05/evo-morales-expulsa-agencia-norte-americana-da-bolivia/,
Cuba alcança quase 100% de retenção escolar,2013-05-03T17:15:33-03:00,https://averdade.org.br/2013/05/cuba-alcanca-quase-100-de-retencao-escolar/,
"Concedida permissão para René González, dos Cinco Cubanos, permanecer em Cuba definitivamente",2013-05-03T17:12:07-03:00,https://averdade.org.br/2013/05/concedida-permissao-para-rene-gonzalez-dos-cinco-cubanos-permanecer-em-cuba-definitivamente/,
Famílias ocupam terreno por moradia popular em Diadema,2013-05-05T20:11:12-03:00,https://averdade.org.br/2013/05/familias-ocupam-terreno-por-moradia-popular-em-diadema/,
Comissão da Verdade dos Jornalistas Paraibanos – Cajá dá sua contribuição,2013-05-06T22:27:47-03:00,https://averdade.org.br/2013/05/comissao-da-verdade-dos-jornalistas-paraibanos-caja-da-sua-contribuicao/,
Oaxaca volta a ser palco de grandes batalhas,2013-05-07T23:25:53-03:00,https://averdade.org.br/2013/05/oaxaca-volta-a-ser-palco-de-grandes-batalhas/,
Nota de repúdio – Sindicato dos Radialistas do Rio de Janeiro,2013-05-08T09:38:55-03:00,https://averdade.org.br/2013/05/nota-de-repudio-sindicato-dos-radialistas-do-rio-de-janeiro/,
Prefeitura paralisa projeto de moradia para famílias carentes de Diadema,2013-05-08T09:45:09-03:00,https://averdade.org.br/2013/05/prefeitura-paralisa-projeto-de-moradia-para-familias-carentes-de-diadema/,
Leilões do Petróleo: petróleo para as transnacionais,2013-05-08T09:57:08-03:00,https://averdade.org.br/2013/05/leiloes-do-petroleo-petroleo-para-as-transnacionais/,
Cuba é o melhor lugar da América Latina para ser mãe,2013-05-08T10:02:23-03:00,https://averdade.org.br/2013/05/cuba-e-o-melhor-lugar-da-america-latina-para-ser-mae/,
Por que os médicos cubanos assustam,2013-05-08T10:42:24-03:00,https://averdade.org.br/2013/05/por-que-os-medicos-cubanos-assustam/,
Trabalhadores da MGS são vítimas do desmonte do Estado,2013-05-10T14:00:50-03:00,https://averdade.org.br/2013/05/trabalhadores-da-mgs-sao-vitimas-do-desmonte-do-estado/,
"Nova repressão da polícia às famílias das ocupações Eliana Silva, Camilo Torres e Irmã Dorothy",2013-05-10T14:49:23-03:00,https://averdade.org.br/2013/05/nova-repressao-da-policia-as-familias-das-ocupacoes-eliana-silva-camilo-torres-e-irma-dorothy/,
Atos contra os leilões do petróleo brasileiro,2013-05-13T20:36:55-03:00,https://averdade.org.br/2013/05/atos-contra-os-leiloes-do-petroleo-brasileiro/,
Manifesto em Apoio aos Trabalhadores e Trabalhadoras da MGS,2013-05-15T14:34:03-03:00,https://averdade.org.br/2013/05/manifesto-em-apoio-aos-trabalhadores-e-trabalhadoras-da-mgs/,
Da escravidão à ditadura: eles deram a vida pela liberdade,2013-05-16T09:59:41-03:00,https://averdade.org.br/2013/05/da-escravidao-a-ditadura-eles-deram-a-vida-pela-liberdade/,
Professora condenada por “sabotagem” e “terrorismo” no Equador,2013-05-16T12:15:59-03:00,https://averdade.org.br/2013/05/professora-condenada-por-sabotagem-e-terrorismo-no-equador/,
O mito da liberdade sexual feminina,2013-05-20T12:02:20-03:00,https://averdade.org.br/2013/05/o-mito-da-liberdade-sexual-feminina/,
Golpe da Prefeitura de BH é frustrado na Conferência das Cidades,2013-05-20T15:09:55-03:00,https://averdade.org.br/2013/05/golpe-da-prefeitura-de-bh-e-frustrado-na-conferencia-das-cidades/,
Crise do capitalismo desemprega 73 milhões de jovens,2013-05-22T09:56:55-03:00,https://averdade.org.br/2013/05/crise-do-capitalismo-desemprega-73-milhoes-de-jovens/,
Como a austeridade mata,2013-05-22T09:56:47-03:00,https://averdade.org.br/2013/05/como-a-austeridade-mata/,
Trabalhadores dos serviços essenciais preparam greve unificada,2013-05-23T12:37:05-03:00,https://averdade.org.br/2013/05/sao-paulo-trabalhadores-dos-servicos-essenciais-preparam-greve-unificada/,
Ato em Belém presta solidariedade ao povo cubano e a Revolução,2013-05-26T08:54:47-03:00,https://averdade.org.br/2013/05/ato-em-belem-presta-solidariedade-ao-povo-cubano-e-a-revolucao/,
A prática da eugenia nos EUA,2013-06-02T19:06:32-03:00,https://averdade.org.br/2013/06/a-pratica-da-eugenia-nos-eua/,
Vacinas de Cuba e do Brasil salvam vidas na África,2013-06-02T19:12:21-03:00,https://averdade.org.br/2013/06/vacinas-de-cuba-e-do-brasil-salvam-vidas-na-africa/,
Cuba ou a globalização da solidariedade: a Operação Milagre,2013-06-03T10:27:27-03:00,https://averdade.org.br/2013/06/cuba-ou-a-globalizacao-da-solidariedade-a-operacao-milagre/,
Oposição fortalece intervenção no 53° Congresso da UNE,2013-06-03T23:58:17-03:00,https://averdade.org.br/2013/06/oposicao-fortalece-intervencao-no-53-congresso-da-une/,
A repressão das classes dominantes contra os camponeses,2013-06-05T14:32:14-03:00,https://averdade.org.br/2013/06/a-repressao-das-classes-dominantes-contra-os-camponeses/,
Leilão do petróleo vai beneficiar empresas estrangeiras,2013-06-05T14:35:38-03:00,https://averdade.org.br/2013/06/leilao-do-petroleo-vai-beneficiar-empresas-estrangeiras/,
As águas que assolam a população do Rio,2013-06-05T14:39:31-03:00,https://averdade.org.br/2013/06/as-aguas-que-assolam-a-populacao-do-rio/,
Sindcalçados realiza 5º Seminário de Saúde e Segurança,2014-06-27T23:26:18-03:00,https://averdade.org.br/2013/06/sindcalcados-realiza-5o-seminario-de-saude-e-seguranca/,
Fortaleza é a 13ª metrópole mais violenta do mundo,2013-06-06T09:35:33-03:00,https://averdade.org.br/2013/06/fortaleza-e-a-13a-metropole-mais-violenta-do-mundo/,
Gás lacrimogênio usado em Istambul é fabricado no Brasil,2013-06-06T10:06:45-03:00,https://averdade.org.br/2013/06/gas-lacrimogenio-usado-em-istambul-e-fabricado-no-brasil/,
Protesto contra aumento das passagens em São Paulo paralisa a cidade,2013-06-10T15:09:41-03:00,https://averdade.org.br/2013/06/protesto-contra-aumento-das-passagens-em-sao-paulo-paralisa-a-cidade/,
Juventude da Turquia faz rebelião por democracia,2013-06-10T15:15:23-03:00,https://averdade.org.br/2013/06/juventude-da-turquia-faz-rebeliao-por-democracia/,
Trabalhadores da SABESP fazem greve e conquistam aumento real,2013-06-10T15:22:14-03:00,https://averdade.org.br/2013/06/trabalhadores-da-sabesp-fazem-greve-e-conquistam-aumento-real/,
Campanha pelo Passe Livre em Belém inicia ciclo de debates,2013-06-10T15:30:13-03:00,https://averdade.org.br/2013/06/campanha-pelo-passe-livre-em-belem-inicia-ciclo-de-debates/,
Bautista Vidal (1935 – 2013),2013-06-10T15:46:31-03:00,https://averdade.org.br/2013/06/bautista-vidal-1935-2013/,
Começa o desmonte da Eletrobrás,2013-06-10T15:49:12-03:00,https://averdade.org.br/2013/06/comeca-o-desmonte-da-eletrobras/,
MLB realiza 1° Encontro Norte/Nordeste pelo Direito a Cidade,2013-06-12T13:44:06-03:00,https://averdade.org.br/2013/06/mlb-realiza-1-encontro-nortenordeste-pelo-direito-a-cidade/,
Repressão policial no ato contra o aumento da passagem de ônibus em SP,2013-06-12T16:50:47-03:00,https://averdade.org.br/2013/06/repressao-policial-no-ato-contra-o-aumento-da-passagem-de-onibus-em-sp/,
“A Rua é Pública” é selecionado para mostra de cinema,2014-04-15T17:19:28-03:00,https://averdade.org.br/2013/06/a-rua-e-publica-e-selecionado-para-mostra-de-cinema/,
"Lançado no Brasil “Chapaev”, filme soviético de 1934",2013-06-14T15:53:58-03:00,https://averdade.org.br/2013/06/lancado-no-brasil-chapaev-filme-sovietico-de-1934/,
Aumento das passagens e alta dos juros causa inflação,2013-06-18T12:09:59-03:00,https://averdade.org.br/2013/06/elevacao-da-taxa-de-juros-vai-aumentar-a-inflacao-e-prejudicar-trabalhador/,
Minas realiza Convenção de Solidariedade a Cuba,2013-06-17T12:47:14-03:00,https://averdade.org.br/2013/06/minas-realiza-convencao-de-solidariedade-a-cuba/,
"“Jamais achei que ele fosse atirar”, afirma repórter baleada por policial em protesto",2013-06-17T12:44:10-03:00,https://averdade.org.br/2013/06/jamais-achei-que-ele-fosse-atirar-afirma-reporter-baleada-por-policial-em-protesto/,
Leite falsificado por ganância de empresários,2013-06-17T12:54:52-03:00,https://averdade.org.br/2013/06/leite-falsificado-por-ganancia-de-empresarios/,
Racismo e drogas – internação compulsória,2013-06-18T14:41:05-03:00,https://averdade.org.br/2013/06/racismo-e-drogas-internacao-compulsoria/,
Flagrantes exclusivos de violência durante as manifestações em São Paulo,2013-06-17T13:12:37-03:00,https://averdade.org.br/2013/06/flagrantes-exclusivos-de-violencia-durante-as-manifestacoes-em-sao-paulo/,
Ato em Brasília alerta para os riscos das dívidas dos estados,2013-06-18T09:53:31-03:00,https://averdade.org.br/2013/06/ato-em-brasilia-alerta-para-os-riscos-das-dividas-dos-estados/,
Caravana da Anistia homenageia revolucionários em Minas,2013-06-18T09:53:22-03:00,https://averdade.org.br/2013/06/caravana-da-anistia-homenageia-revolucionarios-em-minas/,
Acompanhe o levante no Brasil (vídeos),2013-06-17T22:48:01-03:00,https://averdade.org.br/2013/06/acompanhe-o-levante-no-brasil-videos/,
Vamos derrotar a nova era das privatizações!,2013-06-18T10:39:24-03:00,https://averdade.org.br/2013/06/vamos-derrotar-a-nova-era-das-privatizacoes/,
MP dos Portos: avanço das privatizações,2013-06-18T10:47:17-03:00,https://averdade.org.br/2013/06/mp-dos-portos-avanco-das-privatizacoes/,
Rebelião da juventude contra o aumento das passagens também em Maceió,2013-06-18T11:11:35-03:00,https://averdade.org.br/2013/06/rebeliao-da-juventude-contra-o-aumento-das-passagens-tambem-em-maceio/,
Urgente: Preso político na manifestação contra aumento das passagens no RJ,2013-07-18T00:10:47-03:00,https://averdade.org.br/2013/06/urgente-preso-politico-na-manifestacao-contra-aumento-das-passagens-no-rj/,
Depoimentos à Comissão da Verdade revelam nomes de agentes da repressão,2014-04-15T17:16:36-03:00,https://averdade.org.br/2013/06/depoimentos-a-comissao-da-verdade-revelam-nomes-de-agentes-da-repressao/,
Sindjor-PB instala Comissão da Verdade,2014-04-15T17:17:10-03:00,https://averdade.org.br/2013/06/sindjor-pb-instala-comissao-da-verdade/,
Estatização do transporte público já! O povo no poder!,2013-06-19T15:56:42-03:00,https://averdade.org.br/2013/06/estatizacao-do-transporte-publico-ja-o-povo-no-poder/,
Ato de solidariedade ao povo cubano,2013-06-19T16:22:07-03:00,https://averdade.org.br/2013/06/ato-de-solidariedade-ao-povo-cubano/,
Atos contra aumento de tarifa do transporte reunem milhares na Capital paulista,2013-06-20T10:42:28-03:00,https://averdade.org.br/2013/06/atos-contra-aumento-de-tarifa-do-transporte-publico-reunem-milhares-na-capital-paulista/,
ACE: iniciativa para flexibilizar a legislação trabalhista,2013-06-20T10:23:46-03:00,https://averdade.org.br/2013/06/ace-iniciativa-para-flexibilizar-a-legislacao-trabalhista/,
Maioria dos professores é de temporários,2013-06-20T10:46:34-03:00,https://averdade.org.br/2013/06/maioria-dos-professores-e-de-temporarios/,
MLC realiza encontro estadual na Paraíba,2013-06-20T10:39:52-03:00,https://averdade.org.br/2013/06/mlc-realiza-encontro-estadual-na-paraiba/,
Romário manda Pelé calar a boca após apoiar a FIFA,2013-06-20T22:41:49-03:00,https://averdade.org.br/2013/06/romario-manda-pele-calar-a-boca-apos-apoiar-a-fifa/,
PM atira no rosto de manifestantes em Fortaleza,2013-06-22T18:41:31-03:00,https://averdade.org.br/2013/06/pm-atira-na-cara-de-manifestante-em-fortaleza/,
Comunicado do PCR sobre as manifestações de rua no País,2013-07-04T13:48:03-03:00,https://averdade.org.br/2013/06/comunicado-do-pcr-sobre-o-levante-no-pais/,
A violência e a redução da maioridade penal,2013-06-21T12:21:32-03:00,https://averdade.org.br/2013/06/a-violencia-e-a-reducao-da-maioridade-penal/,
Manifestação paralisa escolas de Belo Horizonte,2013-06-21T13:53:05-03:00,https://averdade.org.br/2013/06/manifestacao-paralisa-escolas-de-belo-horizonte/,
Estudantes de Varginha saem às ruas  por seus direitos,2013-06-21T13:47:07-03:00,https://averdade.org.br/2013/06/estudantes-de-varginha-saem-as-ruas-por-seus-direitos/,
Estudantes baianos fundam entidade em Juazeiro,2013-06-21T14:29:00-03:00,https://averdade.org.br/2013/06/estudantes-baianos-fundam-entidade-em-juazeiro/,
Ocupação em Diadema conquista vitória,2013-06-24T10:52:09-03:00,https://averdade.org.br/2013/06/ocupacao-em-diadema-conquista-vitoria/,
Relatório denuncia terror contra índios,2013-06-24T11:12:53-03:00,https://averdade.org.br/2013/06/relatorio-denuncia-terror-contra-indios/,
No olho do furacão  – (Carta aos netos),2013-07-03T15:09:42-03:00,https://averdade.org.br/2013/06/no-olho-do-furacao-carta-aos-netos/,
Statement by PCR Brazil on events in that country,2013-06-27T14:40:20-03:00,https://averdade.org.br/2013/06/statement-by-pcr-brazil-on-events-in-that-country/,
A vida privada de Stálin,2013-06-28T14:15:48-03:00,https://averdade.org.br/2013/06/a-vida-privada-de-stalin/,
Ditadura criou cadeias para índios com trabalhos forçados e torturas,2013-06-28T10:34:08-03:00,https://averdade.org.br/2013/06/ditadura-criou-cadeias-para-indios-com-trabalhos-forcados-e-torturas/,
Belém vai às ruas pela redução da tarifa e do passe livre,2013-06-28T23:07:20-03:00,https://averdade.org.br/2013/06/belem-vai-as-ruas-pela-reducao-da-tarifa-e-do-passe-livre/,
Estatuto do nascituro é um golpe contra os direitos das mulheres,2013-07-03T13:47:04-03:00,https://averdade.org.br/2013/07/estatuto-do-nascituro-e-um-golpe-contra-os-direitos-das-mulheres/,
Sindcalçados encerra campanha salarial,2013-07-04T09:56:37-03:00,https://averdade.org.br/2013/07/9066/,
Reitoria permite que UFMG seja base militar da Força Nacional,2013-07-03T13:54:33-03:00,https://averdade.org.br/2013/07/reitoria-permite-que-ufmg-seja-base-militar-da-forca-nacional/,
Estudante é presa durante ato contra aumento das passagens em Pernambuco,2013-07-03T15:17:39-03:00,https://averdade.org.br/2013/07/estudante-e-presa-durante-ato-contra-aumento-das-passagens-em-pernambuco/,
Luta continua em Belém para reduzir preço das passagens,2013-07-04T13:00:09-03:00,https://averdade.org.br/2013/07/luta-continua-em-belem-para-reduzir-preco-das-passagens/,
"“Eu fui protestar”, diz juiz aposentado que desafiou a polícia em protesto",2013-07-04T13:05:56-03:00,https://averdade.org.br/2013/07/eu-fui-protestar-diz-juiz-aposentado-que-desafiou-a-policia-em-protesto/,
Egito: Exército derruba Morsi e suspende Constituição,2013-07-07T01:20:23-03:00,https://averdade.org.br/2013/07/egito-exercito-derruba-morsi-e-suspende-constituicao/,
Assassinato de menino boliviano em São Paulo,2013-07-04T13:29:18-03:00,https://averdade.org.br/2013/07/assassinato-de-menino-boliviano-em-sao-paulo/,
"Entrevista com Cris, estudante presa durante manifestação",2013-07-18T00:12:32-03:00,https://averdade.org.br/2013/07/entrevista-com-cris-estudante-presa-durante-manifestacao/,
Pela retirada da Minustah do Haiti,2013-07-05T13:23:31-03:00,https://averdade.org.br/2013/07/pela-retirada-da-minustah-do-haiti/,
O livro de Lobão e o filme sobre Renato Russo,2013-10-10T18:48:41-03:00,https://averdade.org.br/2013/07/o-livro-de-lobao-e-o-filme-sobre-renato-russo/,
Rap: ritmo e poesia a serviço da revolução,2013-07-05T13:47:21-03:00,https://averdade.org.br/2013/07/rap-ritmo-e-poesia-a-servico-da-revolucao/,
"“Bandeiras na mão, liberdade de expressão”",2013-07-07T22:37:43-03:00,https://averdade.org.br/2013/07/bandeiras-na-mao-liberdade-de-expressao/,
Prisão marca manifestação em Recife,2013-07-07T21:44:24-03:00,https://averdade.org.br/2013/07/prisao-marca-manifestacao-em-recife/,
Juventude conquista redução de passagens no Rio,2013-07-07T22:10:57-03:00,https://averdade.org.br/2013/07/juventude-conquista-reducao-de-passagens-no-rio/,
Polícia reprime povo para defender a Fifa,2013-07-07T22:19:00-03:00,https://averdade.org.br/2013/07/policia-reprime-povo-para-defender-a-fifa/,
Dez mil nas ruas de Natal,2013-07-07T22:43:03-03:00,https://averdade.org.br/2013/07/dez-mil-nas-ruas-de-natal/,
Argentinos fazem piada com Rede Globo,2013-07-08T13:22:31-03:00,https://averdade.org.br/2013/07/argentinos-fazem-piada-com-rede-globo/,
A pátria das manifestações,2013-07-09T13:13:48-03:00,https://averdade.org.br/2013/07/a-patria-das-manifestacoes/,
Trabalhadores vão às ruas de Belém no dia nacional de paralisação,2013-07-12T14:01:56-03:00,https://averdade.org.br/2013/07/trabalhadores-vao-as-ruas-de-belem-no-dia-nacional-de-paralisacao/,
"“A violência está nas mídias, nas escolas, nas famílias, no Governo”",2014-07-03T00:44:21-03:00,https://averdade.org.br/2013/07/a-violencia-esta-nas-midias-nas-escolas-nas-familias-no-governo/,
É hora de ir às ruas exigir a verdade e a punição aos torturadores,2013-07-16T10:38:55-03:00,https://averdade.org.br/2013/07/e-hora-de-ir-as-ruas-exigir-a-verdade-e-a-punicao-aos-torturadores/,
15 mil nas ruas do Rio contra os leilões do petróleo,2013-07-16T10:43:04-03:00,https://averdade.org.br/2013/07/15-mil-nas-ruas-do-rio-contra-os-leiloes-do-petroleo/,
Evento: Brasil e Turquia: nas ruas os povos encontram o caminho!,2013-07-19T10:04:27-03:00,https://averdade.org.br/2013/07/evento-brasil-e-turquia-nas-ruas-os-povos-encontram-o-caminho/,
Eletricitários terceirizados fazem greve por tempo indeterminado em Minas Gerais,2013-07-19T14:24:01-03:00,https://averdade.org.br/2013/07/eletricitarios-terceirizados-fazem-greve-por-tempo-indeterminado-em-minas-gerais/,
